1100.0, 223, 196, 820.0, 311, 198
1099.0, 229, 190, 801.5, 316, 190
3798.5, 288, 206, 2095.0, 288, 270
3655.0, 294, 213, 2085.5, 293, 277
3659.0, 299, 214, 1418.0, 285, 278
3774.5, 301, 213, 2200.5, 304, 275
3790.0, 300, 209, 2173.0, 304, 271
3771.5, 297, 206, 2193.0, 301, 268
3801.5, 292, 205, 2227.5, 296, 267
3780.5, 287, 201, 2237.5, 291, 264
3768.0, 284, 194, 2212.0, 289, 256
3790.5, 281, 188, 2243.0, 286, 251
3763.0, 274, 184, 2247.0, 279, 246
3770.5, 270, 178, 2246.0, 274, 240
3871.0, 266, 175, 2294.5, 270, 238
3897.0, 265, 179, 2309.0, 270, 243
3816.0, 269, 178, 2261.0, 274, 241
3912.0, 267, 176, 2226.5, 271, 239
3955.5, 257, 178, 2289.0, 261, 242
3939.5, 261, 183, 2286.5, 265, 247
3898.5, 264, 183, 2285.5, 265, 246
3882.5, 259, 177, 2220.5, 261, 240
4009.5, 247, 176, 2355.0, 246, 240
4061.5, 239, 181, 2417.0, 238, 246
4075.5, 235, 189, 2447.5, 236, 255
4096.5, 232, 197, 2436.0, 232, 262
4046.5, 229, 201, 2432.5, 230, 266
4057.0, 231, 204, 2347.0, 234, 268
4034.0, 230, 204, 2330.5, 233, 268
4057.5, 230, 204, 2413.0, 232, 269
4107.5, 229, 207, 2448.0, 232, 272
4072.5, 230, 211, 2408.5, 233, 276
4056.5, 230, 211, 2414.5, 233, 276
4101.0, 230, 212, 2397.5, 234, 276
4107.5, 230, 213, 2417.5, 234, 278
4057.5, 230, 214, 2433.5, 235, 279
4101.5, 231, 213, 2414.5, 235, 278
4098.0, 230, 213, 2407.0, 234, 277
4062.5, 232, 212, 2410.0, 236, 277
4102.5, 232, 212, 2421.5, 236, 276
4081.0, 231, 210, 2397.0, 234, 274
4110.5, 229, 208, 2428.0, 232, 273
4075.5, 229, 208, 2441.0, 232, 272
4107.0, 229, 207, 2429.0, 232, 271
4134.5, 229, 208, 2463.0, 231, 273
4148.5, 228, 213, 2472.5, 230, 279
4171.5, 228, 220, 2508.0, 230, 286
4211.0, 224, 232, 2559.5, 225, 299
4140.5, 208, 234, 2520.5, 208, 299
4191.0, 205, 232, 2531.5, 208, 297
4180.0, 223, 232, 2486.5, 225, 298
4173.5, 230, 240, 2493.0, 229, 306
4113.0, 232, 242, 2449.5, 232, 307
4139.5, 237, 242, 2509.0, 236, 308
4149.5, 233, 245, 2531.0, 231, 311
4201.0, 229, 248, 2523.0, 227, 314
4241.5, 226, 252, 2582.5, 223, 319
4250.5, 220, 258, 2613.0, 216, 325
4289.5, 215, 263, 2640.0, 211, 330
4342.5, 210, 271, 2690.0, 205, 339
4308.5, 205, 279, 2655.0, 199, 346
4309.0, 192, 279, 2668.0, 184, 345
4407.0, 179, 278, 2723.0, 171, 346
4428.0, 169, 281, 2729.0, 160, 349
4474.5, 156, 281, 2742.0, 148, 348
4537.0, 143, 281, 2792.5, 134, 349
4605.5, 131, 282, 2840.5, 122, 351
4606.0, 125, 285, 2839.0, 117, 353
4641.5, 122, 286, 2783.0, 115, 355
4613.5, 122, 287, 2794.5, 115, 355
4621.5, 123, 288, 2798.5, 116, 356
4625.5, 127, 290, 2760.0, 119, 359
4647.0, 127, 295, 2723.0, 120, 363
4614.0, 131, 297, 2846.0, 121, 366
4495.0, 134, 300, 1565.0, 100, 368
4583.0, 138, 303, 1533.5, 101, 370
4458.5, 141, 306, 1744.0, 113, 373
4538.5, 149, 308, 2705.5, 142, 376
4486.5, 156, 308, 2724.0, 148, 376
4487.0, 159, 308, 2779.0, 150, 376
4446.0, 165, 308, 2728.5, 158, 376
4439.5, 170, 308, 2741.0, 164, 376
4414.5, 174, 308, 2728.5, 167, 376
4391.5, 177, 308, 2694.0, 171, 376
4374.5, 178, 307, 2689.0, 172, 375
4375.0, 178, 306, 2711.0, 171, 373
4381.5, 178, 305, 2682.0, 172, 373
4373.0, 179, 305, 2687.0, 173, 373
4377.0, 178, 304, 2772.0, 170, 371
4349.0, 178, 303, 2699.5, 172, 370
4365.5, 177, 302, 2678.5, 171, 369
4370.0, 176, 301, 2675.0, 170, 368
4365.0, 176, 300, 2687.5, 170, 367
4357.5, 175, 299, 2661.5, 169, 366
4360.0, 174, 298, 2682.5, 168, 365
4377.0, 172, 297, 2703.0, 165, 365
4362.0, 173, 297, 2674.0, 167, 364
4327.0, 178, 295, 2745.0, 170, 363
4314.0, 182, 293, 2647.0, 176, 360
4312.5, 188, 291, 2646.5, 182, 358
4294.0, 193, 291, 2627.5, 186, 357
4272.0, 196, 289, 2632.5, 189, 356
4258.5, 198, 286, 2603.5, 192, 352
4201.5, 198, 279, 2582.5, 191, 344
4235.0, 195, 272, 2586.0, 189, 338
4245.5, 195, 269, 2621.5, 188, 335
4237.0, 195, 264, 2594.5, 188, 330
4255.0, 191, 261, 2577.5, 185, 327
4258.5, 188, 259, 2592.0, 181, 325
4273.0, 185, 257, 2623.5, 178, 323
4296.0, 179, 256, 2634.5, 171, 322
4291.5, 175, 255, 2681.0, 166, 321
4325.5, 173, 252, 2643.0, 166, 318
4339.0, 172, 253, 2651.0, 165, 319
4347.5, 169, 255, 2654.0, 162, 322
4354.5, 167, 257, 2663.5, 160, 323
4370.0, 167, 258, 2667.0, 160, 325
4356.0, 168, 260, 2633.5, 161, 327
4349.5, 169, 261, 2667.0, 162, 327
4339.5, 171, 261, 2648.5, 163, 327
4319.5, 170, 259, 2675.0, 163, 326
4336.5, 170, 259, 2686.5, 162, 326
4323.0, 169, 259, 2679.5, 162, 326
4341.5, 168, 259, 2645.5, 161, 325
4345.5, 169, 258, 2656.0, 161, 324
4344.5, 169, 258, 2662.5, 161, 324
4324.5, 171, 257, 2640.0, 163, 323
4309.0, 172, 255, 2620.0, 165, 321
4319.0, 173, 253, 2617.0, 165, 319
4326.0, 175, 252, 2627.0, 167, 318
4325.5, 175, 252, 2640.0, 167, 318
4324.0, 173, 252, 2644.5, 164, 318
4343.0, 170, 252, 2658.5, 162, 318
4358.5, 168, 253, 2639.5, 160, 319
4340.0, 168, 253, 2655.0, 159, 319
4346.0, 168, 252, 2664.0, 159, 318
4361.5, 167, 251, 2624.0, 158, 317
4351.0, 167, 250, 2601.0, 159, 316
4351.0, 167, 249, 2623.5, 159, 315
4366.5, 166, 248, 2639.0, 157, 314
4380.5, 166, 248, 2619.5, 158, 315
4396.5, 165, 250, 2727.5, 154, 316
4385.5, 165, 250, 2614.0, 158, 316
4357.0, 167, 249, 2688.5, 157, 316
4367.5, 167, 249, 2623.0, 158, 315
4362.0, 167, 248, 2613.0, 158, 314
4378.5, 167, 248, 2647.5, 158, 314
4392.0, 167, 249, 2636.5, 158, 315
